,molecule_chembl_id,canonical_smiles,pIC50
176,CHEMBL92401,CC(C)NNC(=O)c1ccncc1,5.122628654130226
178,CHEMBL8706,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,4.212185432936977
179,CHEMBL498683,CC1CCCC/C1=N/Nc1nc(-c2ccc(C#N)cc2)cs1,7.581201709409647
180,CHEMBL498507,CC1CCCC/C1=N/Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,7.490394295388444
181,CHEMBL457535,COc1ccc(-c2csc(N/N=C3/CCCCC3C)n2)cc1,5.6252516539898965
182,CHEMBL498506,Cc1ccc(-c2csc(N/N=C3/CCCCC3C)n2)cc1,6.845758669832702
183,CHEMBL498505,CC1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2F)cs1,7.847711655616943
184,CHEMBL496281,CC1CCCC/C1=N/Nc1nc(-c2ccc(Cl)cc2Cl)cs1,4.57170318601712
185,CHEMBL496280,CC1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,6.690731895522878
186,CHEMBL496279,CC1CCCC/C1=N/Nc1nc(-c2ccc(Cl)cc2)cs1,4.882066164960358
187,CHEMBL497674,C[C@H]1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,7.325690111058523
188,CHEMBL508324,C[C@@H]1CCCC/C1=N/Nc1nc(-c2ccc(C#N)cc2)cs1,7.488383979430862
189,CHEMBL456150,C[C@H]1CCCC/C1=N/Nc1nc(-c2ccc(C#N)cc2)cs1,7.200521601162019
190,CHEMBL453703,C[C@@H]1CCCC/C1=N/Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,8.008773924307505
191,CHEMBL498694,C[C@H]1CCCC/C1=N/Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,7.780415473785745
192,CHEMBL497676,C[C@@H]1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2F)cs1,7.521722168080395
193,CHEMBL497675,C[C@H]1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2F)cs1,7.442974277613617
194,CHEMBL524447,C[C@@H]1CCCC/C1=N/Nc1nc(-c2ccc(F)cc2)cs1,7.657379957446652
195,CHEMBL472080,O=C(NC1CCCCC1)c1cc2ccccc2oc1=O,6.301029995663981
196,CHEMBL472081,CC(C)NC(=O)c1cc2ccccc2oc1=O,4.595850750790305
197,CHEMBL512883,CC(C)CNC(=O)c1cc2ccccc2oc1=O,5.485452247339714
198,CHEMBL472638,NCCNC(=O)c1cc2ccccc2oc1=O,5.114638779968488
199,CHEMBL494795,O=C(Nc1ccccc1)c1cc2ccccc2oc1=O,6.119186407719209
200,CHEMBL469350,O=C(Nc1ccccc1Cc1ccccc1)c1cc2ccccc2oc1=O,6.040958607678906
201,CHEMBL445184,Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1,6.221848749616356
202,CHEMBL469362,COc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1,6.1938200260161125
203,CHEMBL508698,O=C(Nc1cccc(F)c1)c1cc2ccccc2oc1=O,6.6020599913279625
204,CHEMBL509345,O=C(Nc1cccc(C(F)(F)F)c1)c1cc2ccccc2oc1=O,6.6020599913279625
205,CHEMBL512843,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,6.1487416512809245
206,CHEMBL469583,CCc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,6.050609993355087
207,CHEMBL470213,CC(C)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,6.187086643357144
208,CHEMBL470420,COc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,6.086186147616283
