molecule_chembl_id,standard_value,canonical_smiles
CHEMBL171468,0.9,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4cccc(C#N)c4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1
CHEMBL177204,0.8,CCn1nc(Cc2ccc(OC(C)(C)C)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL173091,0.5,CCn1nc(Cc2ccc(OC(C)(C)C)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL435554,0.7,CCn1nc(Cc2cccc(OC)c2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL366873,0.4,CCn1nc(Cc2ccc(OC3CC3)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL173019,1.1,CCn1nc(Cc2ccc(O)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL369822,1.3,CCn1nc(Cc2ccc(Cl)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL427493,0.3,CCn1nc(Cc2ccc(C(F)(F)F)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL176624,0.8,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(OC(C)C)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1
CHEMBL369593,0.5,CC[C@@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(Oc5ccccc5)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1
CHEMBL262663,0.6,CCn1nc(Cc2ccc(O)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL175341,0.5,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc5c(c4)OCO5)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1
CHEMBL293882,380.0,C[N+]1(Cc2ccc(NC(=O)C3=Cc4cc(-c5ccccc5)ccc4CC3)cc2)CCCCCC1
CHEMBL65649,1200.0,C[N+]1(Cc2ccc(NC(=O)C3=Cc4cc(-c5ccccc5)ccc4CC3)cc2)CCOCC1
CHEMBL303964,240.0,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+]4(C)CCCCC4)cc2)CC3)cc1
CHEMBL62611,1100.0,C[N+]1(CCc2ccc(NC(=O)C3=Cc4cc(-c5ccccc5)ccc4CC3)cc2)CCCCC1
CHEMBL294788,3.3,CCC(CC)[N+](C)(C)Cc1ccc(NC(=O)C2=Cc3cc(-c4ccc(C)cc4)ccc3OCC2)cc1
CHEMBL62180,3.8,C[N+](C)(Cc1ccc(NC(=O)C2=Cc3cc(-c4ccc(N5CCCC5)cc4)ccc3CCC2)cc1)C1CCOCC1
CHEMBL62549,25.0,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+]4(C)CCCCC4)cc2)CCC3)cc1
CHEMBL62598,4.5,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCC(=O)CC4)cc2)CCO3)cc1
CHEMBL62454,620.0,CCCC[P+](CCCC)(CCCC)Cc1ccc(NC(=O)/C=C/c2cccc(-c3ccc(C)cc3)c2)cc1
CHEMBL292345,840.0,CC[N+](CC)(CC)Cc1ccc(NC(=O)C2=Cc3cc(-c4ccccc4)ccc3CC2)cc1
CHEMBL64322,1.8,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCC3)cc1
CHEMBL61267,43.0,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+]4(C)CCCCC4)cc2)CCO3)cc1
CHEMBL66301,390.0,C[N+]1(Cc2ccc(NC(=O)C3=Cc4cc(-c5ccccc5)ccc4CC3)cc2)CCCCC1
CHEMBL293393,1.8,CCOc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCO3)cc1
CHEMBL64591,660.0,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+]4(C)CCCCC4)cc2)CO3)cc1
CHEMBL56565,1.5,C[N+](C)(Cc1ccc(NC(=O)C2=Cc3cc(-c4ccc(C(F)(F)F)cc4)ccc3OCC2)cc1)C1CCOCC1
CHEMBL62339,2.2,C[N+](C)(Cc1ccc(NC(=O)C2=Cc3cc(-c4ccc(N5CCCCC5)cc4)ccc3CCC2)cc1)C1CCOCC1
CHEMBL61208,3.1,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCSCC4)cc2)CCO3)cc1
CHEMBL65696,570.0,Cc1ccc(-c2cccc(/C=C/C(=O)Nc3ccc(C[N+]4(C)CCCCC4)cc3)c2)cc1
CHEMBL64163,110.0,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(CC[N+]4(C)CCCCC4)cc2)CCO3)cc1
CHEMBL65681,430.0,C[N+]1(Cc2ccc(NC(=O)C3=Cc4cc(-c5ccccc5)ccc4CC3)cc2)CCCC1
CHEMBL292548,1.4,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCO3)cc1
CHEMBL65605,3200.0,Cc1cccc[n+]1Cc1ccc(NC(=O)C2=Cc3cc(-c4ccccc4)ccc3CC2)cc1
CHEMBL294501,6.8,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)CCCO)cc2)CCO3)cc1
CHEMBL138282,14.0,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)c3ccccc3Cl)C[C@@H]2c2ccccc2)CC1
CHEMBL79958,250.0,CN(C[C@@H](CCN1CCC(Cc2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL137524,9.0,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)N3CCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL342842,1.2,CCCN(c1ccncn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL83311,35.0,CN(C[C@@H](CCN1CCC2(CC1)CNC(=O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL137650,66.0,C=CCN(c1ccncc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL79369,2400.0,Cc1ccccc1N1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1
CHEMBL137154,42.0,C=CCN(c1ccccc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL138437,1.6,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL312808,50.0,CN(C[C@@H](CCN1CCC2(CC1)CNc1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL136977,9.0,O=C(C1CCCCC1)N1C[C@H](CN2CCC(N(CC3CC3)c3ccccn3)CC2)[C@@H](c2ccccc2)C1
CHEMBL310305,45.0,CN(C[C@@H](CCN1CCC2(CC1)NC(=O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL83882,65.0,CN(C[C@@H](CCN1CCC(CCc2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL312231,10000.0,CN(C[C@@H](CCNCCc1ccccc1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL137206,23.0,C=CCN(c1cccnc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL137038,6.6,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL137728,5.0,CCCN(c1cccnc1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL428104,1.8,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL344261,0.4,CCCN(c1ncc(F)cn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL310780,5.0,CN(C[C@@H](CCN1CCC(CCCc2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL431795,70.0,COc1ccccc1C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1
CHEMBL135432,12.0,C=CCN(c1ncccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL343366,1.5,CCN(c1ncccn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL137327,1.1,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(N(CC3CC3)c3ncccn3)CC2)[C@@H](c2cccc(F)c2)C1
CHEMBL79697,700.0,CN(C[C@@H](CCN1CCN(c2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL79882,10000.0,CN(C[C@@H](CCc1ccc(-c2ccccc2)cc1)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL82207,10000.0,CN(CCc1ccccc1)CC[C@H](CN(C)S(=O)(=O)c1ccccc1)c1cccc(Cl)c1
CHEMBL275998,0.8,CCCN(c1nccc(OC)n1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL83107,15.0,CN(C[C@@H](CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL83745,100.0,CN1C(=O)c2ccccc2C12CCN(CC[C@H](CN(C)S(=O)(=O)c1ccccc1)c1cccc(Cl)c1)CC2
CHEMBL138645,10.0,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL79566,100.0,CN(C[C@@H](CCN1CCC2(CC1)CC(O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL343160,3.9,CCCN(c1ccccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL344641,0.5,CCCN(c1ncc(C(F)(F)F)cn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL335562,1.7,CCCN(c1cncnc1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL137419,6.0,C=CCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL137072,12.0,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL84374,180.0,CN(C[C@@H](CCN1CCC2(CCc3ccccc32)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL83818,260.0,CN(C[C@@H](CCN1CCC2(CC1)Cc1ccccc1O2)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL137272,21.0,C=CCN(c1ccc(C(F)(F)F)cn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1
CHEMBL83683,35.0,CN(C[C@@H](CCN1CCC2(CC1)CC(=O)Nc1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL83963,200.0,CN(C[C@@H](CCN1CCC(c2ccc(Cl)cc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL82838,120.0,CN(C[C@@H](CCN1CCC(c2cccc(C(F)(F)F)c2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL343745,1.2,CCCN(c1nccc(C(F)(F)F)n1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1
CHEMBL83957,25.0,CN(C[C@@H](CCN1CCC(c2ccc(F)cc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL81692,10000.0,CN(C[C@@H](CCc1ccc(-c2ccccc2)cn1)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL312701,30.0,CN(C[C@@H](CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL84120,400.0,Cc1ccccc1C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1
CHEMBL79716,270.0,CN(C[C@@H](CCN1CCC2(CC1)CSc1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL104698,5.0,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1
CHEMBL319233,77.0,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1
CHEMBL106381,25.0,O=C1N[C@H](Cc2c[nH]c3ccccc23)C(=O)N1CC(CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1
CHEMBL105109,250.0,O=C1N[C@H](Cc2ccccc2)C(=O)N1CC(CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1
CHEMBL107128,3.0,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1
CHEMBL107749,100.0,CC(CCN1CCC(c2ccccc2)CC1)(CN1C(=O)N[C@H](Cc2c[nH]c3ccccc23)C1=O)c1cccc(Cl)c1
CHEMBL317860,13.0,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1
CHEMBL319697,200.0,O=C1CC2(CCN(CCC(CN3C(=O)N[C@H](Cc4ccccc4)C3=O)c3cccc(Cl)c3)CC2)c2ccccc21
CHEMBL419172,606.0,O=C1CC2(CCN(CCC(CN3C(=O)N[C@H](c4ccccc4)C3=O)c3cccc(Cl)c3)CC2)c2ccccc21
CHEMBL105975,2.0,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1
CHEMBL106907,4.0,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1
CHEMBL107439,32.0,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1
CHEMBL159097,27.0,c1ccc(C2CCN(C[C@H]3CN4O[C@H](c5ccccc5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1
CHEMBL157983,14.0,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1
CHEMBL351973,27.0,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@H]2CN3O[C@H](c4ccccc4)C[C@H]3[C@@H]2c2ccccc2)CC1
CHEMBL157491,0.13,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@H]2CN3OC4(CCCCC4)C[C@H]3[C@@H]2c2ccccc2)CC1
CHEMBL158754,6.0,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3O[C@H](c4ccccc4)C[C@@H]23)CC1
CHEMBL539943,33.0,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4OC5(CCCCC5)C[C@@H]34)CC2)cc1
CHEMBL159018,8.0,c1ccc(CCCC2CCN(C[C@H]3CN4OC5(CCCCC5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1
CHEMBL436245,69.0,c1ccc(CCCC2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4OC5(CCCCC5)C[C@@H]34)CC2)cc1
CHEMBL350027,43.0,c1ccc(C2CCN(C[C@H]3CN4OC5(CCCCC5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1
CHEMBL161093,5.0,c1ccc(CCCC2CCN(C[C@H]3CN4O[C@H](c5ccccc5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1
CHEMBL350763,11.0,c1ccc(CCCC2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4O[C@H](c5ccccc5)C[C@@H]34)CC2)cc1
CHEMBL161480,86.0,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1
CHEMBL423427,5.0,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@H]2CN3OC4(CCCCC4)C[C@H]3[C@@H]2c2ccccc2)CC1
CHEMBL158438,46.0,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3O[C@H](c4ccccc4)C[C@@H]23)CC1
CHEMBL161594,30.0,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4O[C@H](c5ccccc5)C[C@@H]34)CC2)cc1
CHEMBL435259,2.5,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@H]2CN3O[C@H](c4ccccc4)C[C@H]3[C@@H]2c2ccccc2)CC1
CHEMBL432010,20.0,O=S(=O)(c1cccs1)N1CC(CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1
CHEMBL330252,10000.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1ccccn1)S(=O)(=O)c1ccccc1
CHEMBL90927,10000.0,CN(CC(CCN1CCC(c2ccccc2)CC1)Cc1ccccc1)S(=O)(=O)c1ccccc1
CHEMBL326111,4.0,CN(CC(CCN1CCC(O)(CCCc2ccccc2)CC1)c1ccccc1)S(=O)(=O)c1ccc(-c2ccccn2)s1
CHEMBL89715,100.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1cccc(F)c1)S(=O)(=O)c1ccccc1
CHEMBL327880,4000.0,CC[C@H](CN(C)S(=O)(=O)c1ccccc1)c1ccccc1
CHEMBL328339,200.0,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1
CHEMBL418954,50.0,CN(CC(CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1ccsc1)S(=O)(=O)c1ccccc1
CHEMBL328888,400.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1cccs1)S(=O)(=O)c1ccccc1
CHEMBL316189,60.0,Cc1ccc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)cc1C
CHEMBL313950,570.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1ccc(F)c(F)c1)S(=O)(=O)c1ccccc1
CHEMBL328898,80.0,CN(C[C@@H](CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1
CHEMBL107425,41.0,O=S(=O)(c1ccc(-c2ccccn2)s1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1
CHEMBL91413,500.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1cccc(C(F)(F)F)c1)S(=O)(=O)c1ccccc1
CHEMBL92791,1000.0,COc1ccc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)cc1
CHEMBL88219,180.0,Cc1cc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)ccc1F
CHEMBL90841,10000.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1cccnc1)S(=O)(=O)c1ccccc1
CHEMBL105987,3.0,CN(CC(CCN1CCC(CCCc2ccccc2)CC1)c1ccccc1)S(=O)(=O)c1cccs1
CHEMBL92147,90.0,CN(CC(CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL91522,100.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1ccsc1)S(=O)(=O)c1ccccc1
CHEMBL88197,80.0,Cc1cccc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)c1
CHEMBL328908,110.0,CN(CC(CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1cccs1)S(=O)(=O)c1ccccc1
CHEMBL329190,720.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1ccc2ccccc2c1)S(=O)(=O)c1ccccc1
CHEMBL89958,30.0,CN(CC(CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1ccccc1)S(=O)(=O)c1ccccc1
CHEMBL89929,2000.0,CN(CC(CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccccc1Cl)S(=O)(=O)c1ccccc1
CHEMBL421598,6.5,CN(CC(CCN1CCC(O)(CCCc2ccccc2)CC1)c1ccccc1)S(=O)(=O)c1cccs1
CHEMBL316280,1000.0,COc1cccc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)c1
CHEMBL432040,270.0,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1
CHEMBL88455,450.0,CN(CC(CCN1CCC2(CC1)CSc1ccccc12)c1ccccc1)S(=O)(=O)c1ccccc1
CHEMBL106569,2.0,CN(CC(CCN1CCC(CCCc2ccccc2)CC1)c1ccccc1)S(=O)(=O)c1ccc(-c2ccccn2)s1
CHEMBL328438,1300.0,CN(CC(CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1ccccc1Cl)S(=O)(=O)c1ccccc1
CHEMBL91374,110.0,CN(CC(CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL90747,100.0,CN(CC(CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccsc1)S(=O)(=O)c1ccccc1
CHEMBL88928,1000.0,CN(CC(CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)C1CCCCC1)S(=O)(=O)c1ccccc1
CHEMBL90152,1000.0,CN(CC(CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)C1CCCCC1)S(=O)(=O)c1ccccc1
CHEMBL88164,110.0,Cc1ccc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)cc1F
CHEMBL321267,6.5,c1ccc(CCCC2CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)cc1
CHEMBL90291,180.0,CN(CC(CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1cccs1)S(=O)(=O)c1ccccc1
CHEMBL90691,300.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1
CHEMBL107170,60.0,O=S(=O)(c1ccc(-c2ccccn2)s1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1
CHEMBL327484,120.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1ccccc1)S(=O)(=O)c1ccccc1
CHEMBL420242,3000.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1ccccc1Cl)S(=O)(=O)c1ccccc1
CHEMBL330486,300.0,CN(C[C@@H](CCN1CCC(c2ccccc2)CC1)c1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1
CHEMBL328088,1000.0,CN(CC(CCN1CCC(c2ccccc2)CC1)C1CCCCC1)S(=O)(=O)c1ccccc1
CHEMBL92094,200.0,Cc1ccc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)cc1
CHEMBL104628,25.0,O=S(=O)(c1cccs1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1
CHEMBL91387,1000.0,CN(C[C@@H](CCN1CCC(c2ccccc2)CC1)c1ccc(F)cc1)S(=O)(=O)c1ccccc1
CHEMBL90141,110.0,CCc1cccc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)c1
CHEMBL88927,570.0,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(F)cc1)S(=O)(=O)c1ccccc1
CHEMBL91892,160.0,Cc1cc(C)cc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)c1
CHEMBL89490,10000.0,CN(CC(CCN1CCC(c2ccccc2)CC1)c1cccc(-c2ccccc2)c1)S(=O)(=O)c1ccccc1
CHEMBL435886,0.82,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccc(C(F)(F)F)cn34)CC2)[C@@H](c2cccc(F)c2)C1
CHEMBL371177,0.5,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4c(Cl)cc(Cl)cn34)CC2)[C@@H](c2cccc(F)c2)C1
CHEMBL194497,0.3,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccc(F)cn34)CC2)[C@@H](c2cccc(F)c2)C1
CHEMBL250689,1000.0,CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1
CHEMBL178189,3.6,CN(C[C@](C)(CCN1CCC2C(CCN2C(=O)OCc2ccc([N+](=O)[O-])cc2)C1)c1ccccc1)S(=O)(=O)c1ccccc1
CHEMBL426048,6.4,CN(C[C@@](C)(CCN1CCC2C(CCN2C(=O)Cc2ccccc2)C1)c1ccccc1)S(=O)(=O)c1ccccc1
CHEMBL179141,2000.0,CN(CC(C)(CCN1CCC2C(CCN2C(=O)OC(C)(C)C)C1)c1ccccc1)S(=O)(=O)c1ccccc1
CHEMBL179209,21.0,CN(CC(C)(CCN1CCC2C(CCN2C(=O)OCc2ccc([N+](=O)[O-])cc2)C1)c1ccccc1)S(=O)(=O)c1ccccc1
CHEMBL182188,28.0,CN1C(=O)CCC2CN(CC[C@](C)(CN(C)S(=O)(=O)c3ccccc3)c3ccccc3)CCC21
